title,company,description,location
Data Engineer,wunderman thompson,areat wunderman thompson exist inspire growth ambitious brands part creative agency part constancy part technology company experts provide end end capabities global scale dever inspiration across entire brand customer experience strong markets around world people bring together creative storytelng erse perspectives inclusive thinking highly speciazed vertical capabities drive growth cents offer deep expertise across entire customer journey including communications commerce constancy crm cx data production technology looking forwunderman thompson looking data engineer join cross functional team dedicated iconic automotive brand reporting director data analytics responsible provisioning maintaining optimizing enterprise data pipenes focused ensuring reable access data key stakeholders automated systems well documenting technical processes procedures dodirect understand business goals develop solutions drive desired rests innovate drive continuous improvement including data pipene design implementation automation maintenance enterprise etl processes develop create repeatable scalable code processes data automated efficient manner ensure data availabity quaty control ensure data accuracy security compance aredata driven entrepreneurial attitude coupled strong technical acumen agile get things done attitude strive accuracy excellence curious proactive finding creative solutions innately curious attitude need years relevant experience required experience creative digital agency asset depth knowledge sql python linux os working knowledge enterprise data management tools e apache nifi dbt talend etc knowledge data visuazation software e tableau powerbi qk asset offerpassionate driven people champion cture people extraordinary work consciously ctivated cture aim embody behaviours build inclusive community together bringing positivity active stening workplace simtaneously strive empower creative bravery competitive benefits offer fl time hires ranges fl spectrum group health coverage options medical dental vision variety paid time offerings reflect investment aspects overall fe balance wellness growth minded opportunities aim nurture cture real time feedback growth oriented mindset plenty training opportunities wunderman thompson wpp continue grow personally professionally wunderman thompson welcomes encourages appcations people disabities accommodations available upon request candidates taking part aspects selection process wunderman thompson committed actively building erse equitable inclusive workplace everyone feels welcomed valued heard treated dignity respect leaders creative partners across industries responsibity ctivate environment reflective greatest asset people beeve commitment inspires growth devers equitable outcomes everyone well cents communities serve wunderman thompson wpp agency information please visit website follow wunderman thompson social channels via twitter facebook linkedin instagram note rely legitimate interest legal basis processing personal information gdpr purposes recruitment appcations employment cck submit appcation button send information add wunderman thompson think good idea read privacy pocy explains personal data apply role us update information provided us remove,"Toronto, Ontario, Canada"
Data Analyst,integrated resources inc iri,data analyst project role looking inidual work collaboratively company team members strong analytical communication skills someone comfortable unix cloud environment basic scripting skills help us review existing cnical datasets load cnical graph data platform education bachelor degree one related fields data science computer science information systems equivalent work related experience required skills experience data analyst data curator experience python scripting experience data wrangng pre processing handng large datasets exquisite attention detail data analyst responsible maintaining healthy datasets document ensure high degree quaty control maintained flexible adaptable able learn quickly work various engagements excellent communication advanced engsh reading writing stening speaking skills nice skills experience working pharma medical biotech industries skills keywords education skills experience required skills data analyst python scripting data science datasets additional skills dtd html microsoft word quality control unix word languages engsh read write speak minimum degree required bachelor degree patents pubcations veteran status job description document uploaded request parsed skills experience section request based content file data analyst ecd pdf positions location mississauga mississauga road schede start date estimated end date hours per week hours per day,"Mississauga, Ontario, Canada"
Data Engineer,brp,brp looking data engineer join team bring analytics practice next level looking motivated person thrives dynamic challenging environment loves working tools edge problem switching mtiple programming languages able find box solutions solve complex problems role heart definition implementation world class analytics solutions contribute set data strategic advantage brp key responsibitiesdesign develop implement support robust etl elt data pipening solutionscoordinate mtiple development teams achieve devery objectivesprovide support requirements definition estimation development devery robust scalable solutionsdevelopment support real time data ingestion processes various data sourcesdevelopment support data models optimized business intelgence usagebuild integrations apis external providers google facebook salesforce sap othersadhering industry standards laws gdpr soxbe leader best practices definition creative thinkingyour quafications skillsmaster degree business intelgence equivalentsod demonstrated experience following technologies snowflake dbt talend azure data factory microsoft sql server power bifluent various programming languages sql python javascript node js javaunderstands puts practice data modeng design development sod etl elt data pipenesfluent writing executing optimizing complex sql queriesexperience implementing api service architectures rest develop clean maintainable code ci cd environmentexperience using cloud bi technologies azure similarexperience translating business requirements advanced data models able ffill analysts data scientists requirementsexperience data profingexperience working within agile team build big data analytics solutionsstrong interpersonal relations motivated loves work mtiple challenging projectsstrong communication skills speaking writingfluent french engshopen minded able adapt new ways working data vat event driven architecture unstructured data self service analytics etc well organized able self prioritize sometimes confctual deadnesstrong communication skills speaking writing french engshcontinuously seeks improvements craves put hands new technologieswelcome brpwe world leader recreational vehicles boats creating innovative ways move snow water asphalt dirt even air headquartered canadian town valcourt quebec company rooted spirit ingenuity intense customer focus today operate manufacturing facities canada united states mexico finland austraa austria workforce spirited people driven deeply held beef work fe destination journey,Greater Montreal Metropolitan Area
Data Analyst,alstom,leading societies low carbon future alstom develops markets mobity solutions provide sustainable foundations future transportation product portfoo ranges high speed trains metros monorail trams integrated systems customised services infrastructure signalng digital mobity solutions joining us means joining caring responsible innovative company people lead way greener smarter mobity worldwidepurpose joblead development deployment next generation data driven solutions mobity within lean startup pathway collaboration engineering mobity experts key accountabities design technical solution data driven approach including engineering financial impacts build feature extraction model programming build learning models including unsupervised predictive models simation tool assess enhance data quaty incoming data model responses apply data management practices build report explanatory materials share engineering experts apply strong testing quaty assurance practices design scalable data model including sql nosql modeng build customizable analytical dashboards serve key user maximo support planning department experience years digital companies software startups extensive practice data processing software development using java c years experience end end business solutions power apps years experience data visuazation software power bi experience data modelng experience database management sql experience erp software maximo sapcompetencies skills proven track record designing stable solution testing debugging demonstrated teamwork collaboration professional setting knowledge artificial intelgence machine learning algorithms proven capabities worldwide teams fluent engsh alstom leading company mobity sector solving interesting challenges tomorrow mobity value inquisitive innovative people passionate working together reinvent mobity making smarter sustainable day day building agile inclusive responsible cture erse group people offered opportunities learn grow advance careers options across functions geographic locations ready join try international community great people challenging journey tangible impact purpose equal opportunity statement alstom equal opportunity employer committed creating inclusive working environment employees encouraged reach fl potential inidual differences valued respected quafied appcants considered employment without regard race colour region gender sexual orientation gender identity age national origin disabity status characteristic protected local law job type experienced,"Toronto, Ontario, Canada"
Data Analyst (contract),tundra technical solutions,data analyst erp start immediatelyend march st type part time days week hour day position termthe data conversion analyst work stakeholders various business units across translink enterprise related suppers define document data related business processes requirements one technical enablement related projects initiatives constations data analyst review user stories ensure business data needs met via data conversion data migration work stream data analyst also participate support lead key aspects implementation finance supply chain technology solutions may include data analysis identifying gaps solution design development communications testing devery training work product require use productivity tools capture present project information including excel pivot tables charts sharepoint lists visio diagrams swim lanes org charts etc contracted candidate may also assigned fl fe cycle projects required business technology services bts project management office project assignment also depend candidate suitabity quafications location work main location work translink corporate head office nelson court new westminster british columbia canada near sapperton skytrain station secondary work locations include locations translink operating companies greater vancouver area required travel work locations metro vancouver area may required travel costs locations reimbursable transnk currently working within current covid restrictions imposed provincial medical health officer hours workthe contractor shall available work hour workday within translink standard business office hours pm note may requirement work additional hours ensure project successf hours paid normal rates lunch breaks reimbursable note part time engagement estimated days week average project duration start date immediatelyterm end date currently march st possibity extension subject funding approval contractor performance project description backgroundthe data conversion analyst primarily responsible definition design development implementation vadation maintenance business data conversions associated migration translink legacy finance asset management systems infor erp fsm eam appcations role member technology enablement team providing direct support migration infor erp role key hands contributor migration projects purpose project support data technical readiness technical enablement project within erp program data analyst technical focus translating data solution outputs finance supply chain requirements conceptual high level detailed technical one agile project fast pace evolving requirements implementation stage requires quick turnarounds solutions procedures toolsets project currently underway incumbent expected ramp become productive quickly successf candidate complement translink contingent staff contract project managers business technology services project management office pmo invited monthly pmo roundtable peer sharing meetings program consists several concurrent projects related implementation enterprise wide enterprise asset management supply chain financial system successf candidate data analyst translink technical enablement project servicestechnical enablement data analyst provide following services appropriate level detail determined project manager constation stakeholders successf candidate provide data analysis including testing developed packages specific services provided include mited following provides input extraction data legacy systems provides input data within data template data loads provides data analysis data cleansing data load processes provides input clarification data integration processes provides vadation test data integration processes provides input transformation infor load standardsdesign develop data models support execution system testingsupport execution user acceptance testing uat create deployment plans bi technology deverables support deployment bi technology deverables assist end user training data models reporting interfaces assist organization change management ocm activities required liaises business stakeholders supports data analysis contributes project plan required define business problem opportunities risks primary objectives related project initiative lead discussions stakeholder groups identify analyze requirements using variety techniques interviews document analysis requirements workshops surveys use cases scenarios workflow analysis evaluate information gathered mtiple sources reconcile confcts decompose high level information detailed functional technical specifications knowledge experiencediploma computer science recognized institute technology including courses database design programming systems analysis years data warehouse projects abity test ssis packages large data warehouse environment abity prepare analyze data excel sql knowledge experience microsoft bi technologies including ssis sql server database strong data analytical communication skills abity gather analyze consodate information variety data sources e documents interviews brainstorming sessions etc abity work collaboratively professionally effectively project team stakeholders end users desirable skills knowledge includedata model design reporting interface designdatabase performance tuningetl data warehousing development fecycle sql server environmentdata management data quatyexperience working hybrid agile scrum environmentexperience working unionized environmentexperience microsoft sharepointinfor knowledge experience asset deverablesnormal data analysis deverables supporting documentation expected although may modified suit scope scale project include limited followingcreate related documentation input project assistance uat documents testing plans assistance user training update conceptual subject area models current appcations data structures logical entity attribute level data models current data structures dataflow diagrams showing physical flow data current appcations detailed description point integration among appcations including source target mappings transformations performed list master data elements data dictionaries business glossaries data repositories included migration plan data profile qa data migrated requirements definition documents job,"New Westminster, British Columbia, Canada"
Data Analyst,wood mackenzie,nan,"Calgary, Alberta, Canada"
Business Intelligence Analyst,resolver kroll business,descriptionresolver operates hybrid workforce option work home office mix resolver looking business intelgence analyst help define develop deploy company wide data infrastructure integral part high achieving marketing team partner senior leadership define build data impacts business sounds important right think resolver resolver high growth saas company whose intuitive code platform gives customers clear picture risks make quick effective decisions part resolver team work help transform risk management risk intelgence organizations protect people assets dever purpose ambitious mission cture business within kroll offer innovative non hierarchical work environment blended stabity financial security enterprise resolver also named one canada great places work six years row really mean let hiring manager tell hi joe marketing analytics site optimization lead resolver leading team within marketing responsible website lead routing data resolver continues expand looking add business intelgence analyst help define develop deploy companywide data infrastructure partner senior leadership define build data impacts business future state data centric cture key stakeholders empowered self service data decision making work teams across resolver create dashboards provide data insights lot autonomy go require highly organized strategic want hear day day let break process design improvement understand stakeholder requirements anticipate future needs relates data data management design build optimize parts data warehouse infrastructure support analysis key data requirements gathering etl data modelng metric design reporting etc conjunction developers needed detect data quaty issues root causes implement fixes design data audits capture issues future explore new data sources provide usef insights inform company wide strategy andcollaborate key stakeholders necessary ision level reports across services product sales marketing ision leads data analysis serve ad hoc reporting agent isions resolver adjusting monthly reports updated data sources resolving issues current reporting requiredprovide new reporting dashboards visuazation business support growthproactively identify trends business insights improve rests core corporate kpis arr win rate back base revenuegenerate hypotheses cross functional data run experiments test efficacydata management write maintain documentation support goal data centric cture data integritydocument potential data sources resolver prioritize data sources make biggest impact business rests bring together one view ease management reporting tableauset standards key metrics avoid inconsistency reporting across dashboards teamsleverage key business objectives metrics setting reporting aim enabng teams dever exceed division level corporate level objectivesstrategy leverage data make short long term decisions optimize performanceregarly report executive team business impact bi infrastructure bi related projectcontinuously advance data cture researching market recommending industry best practices people excel background years experience software technology specific focus industries enterprise corporate buyers years data modelng data analysisexperience common bi tools e g tableau power bi looker domo data sources e g salesforce google analytics google ads extra bonus points love visuazationexperience data modelng designing etl processesyou love data fl stop next level able articate power data executives resolverites highly effective communicator problem solver put scuba gear e data lake navigate murky waters background analytics mathematics another quantitative field plusexperience python r snowflake plus give return resolver one canada great workplaces cture something write although values challenge best selves invest resolverites grow us health wellness benefits paid us health dental day one vision care every months also offer wellness fitness reimbursement go towards things ke gym memberships yoga classes soccer membership fees bike professional development external learning budget help grow develop host learning workshop every weeks topics ke time management self awareness giving feedback also e learning meet needs remote team offer career development program help identify build skillsets internal growth opportunities beyond also coaching program managers know important good boss invest development vacation open means worry accrual clock average see folks enjoying weeks year parental leave best class top new parents weeks new parents additional weeks pregnancy leave birth mothers flexibity trust remote enable team create work environment set success hire adts trust manage outcomes day day everyone given option decide whether want work remote office depending needs role back office choose come office back access snacks beverages office games ke switch chess ping pong offering lots opportunity team socials including folks remote interested want work highly collaborative environment committed making difference cck get process rolng try appreciate interest happily reply quafied candidates resolver committed providing accommodations persons disabities point recruitment process require accommodation please notify appcable recruiter contact us directly email protected,"Toronto, Ontario, Canada"
Data Analyst,empire life,data analyst new grad entry level new graduate seeking employment love working data empire fe looking hire driven iniduals passion data analytics mission make insurance investments group benefits simple fast easy customers help us reach goal joining team support lead meaningf change organization pursue opportunity accelerate career opportunity allows grow technical functional skills apply analytical lense opportunity digest data take analytical approach determining insights recommendations voice heard fresh perspective welcome highght opportunities improvement rapidly transforming business medium sized canadian company stable industry rapidly transforming working supporting key business teams estabsh key performance indicators providing analytical expertise recommendations best serve customers internal stakeholders following detailed processes prepare datasets complete analysisgenerating evaluating analyzing data reports ensure accuracy consistencydesigning analyzing data identify trends uncover solutions opportunitiescommunicating stakeholders new findings using visuazations means need mix skills developed via combination education experience data science analytics visuazation process design systems thinking digital development programming project management business analytics finance economicsor related work educational programsabity wilngness learnfast learning clear critical thinking skillseffective concise communicatoradditional asset binguasm engsh french beyond salary regar fl time positions empire life offers competitive salary comprehensive benefits package including flexible work environment mix remote office collaboration paid vacation personal daysbonus structurebenefits pension plansocial clublearning developmentcareer opportunities choicesget know us one top fe insurance companies canada offer environment encourages pursuit personal professional success heart success focus customers provide protection financial security canadians personal touch acknowledge reward talent support employees achieving exceeding inidual organizational goals goal make empire life great place work learn grow people true selves feel belong equal opportunity growth careers also committed supporting inclusive workplace values ersity looking exciting opportunity chance build career innovative dynamic organization submit resume ccking apply empire life committed providing equal access employment empire life welcomes encourages appcations people disabities accommodations available upon request candidates taking part aspects screening selection process need job posting alternative format please contact recruitment empire ca,Canada
Data Visualization Developer/Analyst,blue boat data,blue boat data looking data visuazation developer analyst position contract role strong kehood permanent candidate based canada united states bbd enterprise analytics saas company based new york city vancouver canada young company growing rapidly building next generation enterprise intelgence software leadership team combined years experience building managing data analytics digital marketing software across world leading brands felt continued significant gaps solutions solved problems faced users started blue boat data role design build interactive dashboards tableau power biperform document data analysis data vadation data mapping design work engineering team integrate new data sources optimize performance qualifications years hands experience designing interactive visuazations dashboards data visuazation products years data visuazation experience tableau power bi building scalable dashboards reportsexperience data processing large datasetssod technical knowledge relational database management systems sql programmingdesire work fast paced start environmentstrong verbal written communication skillscuriosity relentless desire learn,Canada
Data Analyst,libitzky property companies,using equity lpc continues build strengths reinvest capital new ventures roleyou responsible forcommunicating supporting use data architecture stakeholders development data architecture strategy governance providing secure stable scalable cost effective solutions facitate storage integration usage access devery data assets across business defining developing maintaining reports support decision making processing interpreting data get actionable insights working closely business users understand data analysis needs requirements ideal profileyou possess degree computer science apped mathematics engineering related field least year experience ideally within data analyst data architect role abity conceive data picture organisational perspective bridge gap current state future goals exposure expertise one emerging tools ke columnar nosql databases predictive analytics data visuazation unstructured data strong expertise data modelng database design good presentation communication skills abity present findings clearly accessibly form reports presentations senior colleagues strong networker relationship builderyou strong team player manage mtiple stakeholdersyou strong mentor coach build high performing teamswhat offer work alongside learn best class talentopportunity make positive impactgreat work environment,Canada
Data Analyst,spire,spire global space cloud analytics company owns operates largest mti purpose constellation sateltes proprietary data algorithms provide advanced maritime aviation weather tracking world addition constellation spire data infrastructure includes global ground station network operations provide real time global coverage every point earth looking data analyst help build world class customer centric data products solve government industry customer problems person experience run deep analyses complex data sets discover pattern movement behaviours maritime targets ships implement data key performance indicators kpis create reports documents design visuazation dashboards person opportunity build data analysis practice support rfgl target services product broader spire product management role opportunity wear mtiple hats collaborate across mtiple functions primary role data analyst support expanding higher value data sets part spire maritime government product portfoo building team data analysts data scientists create support maintain data sets critical components spire data services data analyst key member maritime government team specifically understand communicate expanding spire rfgl target services data data analyst work closely product management sales product marketing management help customers unlock true value potential using new rfgl services data advising around data requirements sales product growth data analyst spire maritime team move fast solve global problems might right fit love complex dynamic environment every decision direct impact business join growing team responsible successf devery product vision supports business objectives business unit addition coordinate product development team product marketing team relentlessly committed customers recognize professional growth comes operating boundaries comfort zones encourage support open discussions level company sounds ke cup tea love hear responsibities rolelead data analysis function within spire maritime government teamexplore analyze report maritime activities using existing data products servicesanalyzing spire radio frequency geolocation rfgl data coverage quaty identify maritime patterns behavioursbuilding reports customized customer specific briefing documents dashboards highght spire rfgl data end user use casesdetailed maritime situational awareness analysis rfgl customer specific areas interestresearch analysis testing new updated data sources products servicessupport product marketing efforts helping find analyze maritime stories media requests serve data thought leader within spire maritime government groupbasic quafications years experience data analyst data driven productfluency data analysis fundamentalsstrong sql analyzing complex data setsdata processing manipation python similar years producing statistics analytical reviews complex data setsfluency geospatial data visuazation techniques analysiscomfortable reporting dashboarding least one tool looker data studio tableau powerpoint etc fluency engshexperience handng data json xml formats years experience using api servicespreferred quaficationsknowledge maritime government intelgence industryexcellent written verbal communication skills quantitative topicsexperience cent facing roledata science machine learning training models similarfamiarity cloud services ke google cloud awslinux bash scriptingspire global success draws upon erse viewpoints skills experiences employees proud equal opportunity employer committed equal employment opportunity regardless race color ancestry region sex national origin sexual orientation age marital status disabity gender identity veteran status,"Cambridge, Ontario, Canada"
Data Analyst,money mart financial services,company descriptionmomentum financial services group formerly money mart financial services leading provider financial services north america years committed providing financial solutions meet evolving needs consumers business owners backed retail network locations robust digital mobile platforms provide access cash related products help customers achieve goals operate retail locations local communities cities across canada money mart brand quebec insta cheques united states money mart check cashing store highly skilled workforce puts customers first everything serve milons people annually erse innovative financial products services ever evolving suite services empower customers manage finances improve ves wherever customers financial journey momentum financial services group provides solutions beeve giving back communities work generous support customers staff proudly contribute two hundred fifty thousand dollars annually charities non profit organizations along using time talent serve local communities throughout canada united states looking aspiring passionate people dedicated understanding providing customers right financial solutions utizing growing menu products services embrace ersity offer fast paced work environment job descriptiongeneral functioncome join team make difference bring passion artificial intelgence machine learning fe bringing fast growing consumer lending fin tech next stage fun momentum analytics risk organization responsible managing risk reward throughout fecycle credit products customer journey exciting organization contributions team members really help momentum bottom ne create experiences customers love artificial intelgence machine learning core modern fintech wod part new cutting edge artificial intelgence machine learning center excellence tasked developing innovative solutions helping business grow become efficient get gist enjoy experience working high impact sicon valley style projects ving anywhere country also get learn big data revolutionizing world consumer financial services job descriptionthe risk analytics team looking high performing professionals apply quantitative expertise attention detail curiosity solve business problemsdevelop quantitative solutions managing credit risk fraud risk marketing campaigns enhanced customer segmentationconceive design monitor risk management strategies improve business profitabity areas underwriting credit ne management universe expansion alternative data evaluation lending analyze customer level information determine effectiveness strategies recommend necessary changes improve profitabity innovative use data processes improve risk management strategies customer experience analyze portfoo trends dever strategic business insight internal external data communicate concise actionable business strategies vast amounts data sr management quaficationsmaster degree higher quantitative field decision science data science mathematics statistics computer science operations research engineering finance economics years experience financial services specifically within credit risk management fraud risk marketing analytics years experience solving business problems leveraging data analytics years experience using sql r python tableau similar data mining analytics appcations capable completing descriptive diagnostic exploratory predictive prescriptive analytical exercises proven abity give meaning insight purpose information drive business decisions capable managing change typical strategy development fecycle stages ideation solutioning execution go market proficient excel word powerpoint excellent communication presentation skills problem solving time management collaboration interpersonal skills proven abity simply explain complex information technical non technical audiences abity work autonomously well team setting demonstrated abity influence critical business outcomes matrix based global environment aptitude wilngness roll sleeves get involved details highly curious desire go deep beneath surface solve problems must good business judgment demonstrated abity think creatively strategically benefitsadditional informationmedical dental vision benefits available company paid fe insurancepaid hodayspto k tuition reimbursementall information kept confidential according eeo guidenes invest employees offer extensive training development programs set future success sound ke fit ready start exciting career organization encourages employee growth apply today look bright energetic motivated iniduals interested learning developing career,"Toronto, Ontario, Canada"
Data Analyst,mojio,title product data analystlocation remote usa canadavad work permit required mojio mission give every vehicle voice founded grown disruptive startup global leader connected mobity space trusted world biggest brands customers investors partners including audi amazon bosch deutsche telekom microsoft mobile vivint driven team fueng future connected mobity scalable platform customer centric saas solutions including best class connected car apps averaging stars us end end solutions dever smarter safer convenient car ownership experience global driving community bilon miles driving data gathered milon vehicles leveraging one largest fastest growing big data pools automotive industry build next generation data driven automotive products services user experiences deloitte recognized mojio th fastest growing tech company canada british columbia second consecutive year four year revenue growth also recognized comparably award best leadership team key responsibities includeworking big data engineering analyze data wide variety usages support product analysis product understand visuaze solutions usedsupport sales extend data analysis various customer user basessupport engineering understand platform apps performingsupport finance creating bilng financial dashboard reportscreation dashboards reporting support usagessupport user support engineering understanding product issues may require custom analysiswork big data engineering define help engineer collecting data various sourcessupport creation consistent architecture means needs across productsmaintain privacy security service data particarly ensuring data remaining data sovereignty areas analysisbasic quaficationsexperience common data reporting tools ke tableau google analytics studioexperience analysis data saas products cohort trend app usage analysisexperience big data processing analytics spark pyspark hadoop hiveabity work distributed team creating great collaborative solutionsan open mind new opportunities new solutionsgood architectural knowledge provide platform efficient solutions rather one snowflakeshands attitude get rests iteratepreferred quaficationsexperience connected car cloud platformsexperience big data engineering partitioning indexing strategiesexperience png data mtiple data sources providing combined analysis pipenesexperience cloud platforms ke azure orawsour perks benefitscompetitive salarywork home flexibity weeks vacation yeargenerous annual allowance professional educationstock optionscell phone plan reimbursementhealth wellness annual spending allowancegreat health benefitsfree mojio device car obviously quafied appcants receive consideration employment without regard race sex color region national origin protected veteran status gender identity sexual orientation based disabity posted positions open third party recruiters agencies unsocited resume submissions considered free referrals,Canada
Product Data Analyst,pdftron systems inc,passionate data driven product strategy advocate data driven decision making take numbers raw data turn meaningf actionable insights intuitive dashboards get excited working stakeholders across business able influence product roadmaps product data analyst pdftron key member product operations team work drive efficiency enable product organization make data driven decisions product data analyst focus product data product devery data user flows funnels feature usage customer feedback well mining data internal product processes product team efficiency metrics kpis aim identify patterns product team operations well user behaviour derive insights themes influence product roadmap connecting stakeholders product management design marketing teams process responsibitiesmine analyze report product operations data kpis mine analyze customer data generate insights ensure product process usage data structured organized accessible stakeholders build reporting capabities accurately tracking key metrics including building managing centrazed dashboards research analyze user flows funnels activation retention quatative feedback derive insights themes present opportunities product team champion use data decision making knowledge sharing data teracy education training programsperform variety ad hoc analyses proactively identify areas opportunity different business unitscommunicating presenting key stakeholders product organizationworking product managers implement analytics mine data product analytics tools databasescontribute support data strategy across business requirementshave years experience data data analysis environment post secondary education continue seek opportunities level skills equivalent professional experience similar role understand interest mapping data customer journey influencing business decisionsunderstand interest product management marketingbe organized detail oriented abity think critically analyticallydemonstrate sod understanding statistical data modelng conceptshave experience accessing transforming analyzing data variety sourcespossess proficiency sql excel jql least one bi tool power bi mode tableau lookerdisplay strong communication skills abity convey rests analysis using dashboards written verbal reportsbe able work independently fast changing environmenthave sod understanding experimentation b testing principlesknowledgeable key saas metricshave previous experience gainsight pendo amptude mixpanel similar tool assetshave famiarity data techniques jql sql python r others benefitscompetitive salary commensurate experience quafications comprehensive extended benefits package including health dental vision family starts day one great team environment resources supporting best work fe providing unmited career growth potential highly autonomous entrepreneurial environment bi weekly lunches monthly socials virtual unmited learning development budget master craft annual recurring wfh allowance purchase items need home office work hardware comfortable windows mac diverse inclusive workplace learn excellent work fe balance flexible work environment work remotely canada convenient office location downtown vancouver choice company descriptionpdftron industry leading provider document software development sdk technology powering everything traditional desktop software innovative web mobile appcations years expertise actively changing way world works documents also fast growing company chosen one canada top small medium employers mediacorp canada inc selected among canada best employers recent graduates addition career directory since secured strategic growth investment grown approximately employees made eleven acquisitions thoma bravo top private investment firm world software came board another strategic growth investment customers ke ibm autodesk docusign boeing microsoft many come us reaze web mobile strategies document management editing collaboration ranked commercial document sdk choice companies worldwide rest find document technology thousands solutions including household names used milons across virtually every industry xodo app alone unique installs counting highest ratings among pdf productivity apps largest onne app marketplaces internally foster atmosphere opportunity growth success every inidual amidst exciting challenging entrepreneurial cture career progression based merit tenure every member vibrant team empowered contributor innovator successf leader ready join team interested helping pdftron dever commitments taking career next level invite apply onne please note due high volume appcations received short sted candidates contacted proud equal opportunity workplace committed building team cture celebrates ersity inclusion thank interest pdftron,"Vancouver, British Columbia, Canada"
Cognitive Data Analyst,wysdom ai,say get one chance make great first impression wysdom change exist help cents make great first impression customers conversation new user interface ui power everything self driving cars gadgets around home conversational ui satisfy customers requires continuous improvement wysdom creates manages smartest virtual agents behalf cents wysdom fast growing venture backed start led team serial entrepreneurs history building great teams products make sure wysdom place employees learn grow fun achieve excellence fit everything us beeve hiring attitude skills potential offer lots autonomy flexibity excellent devering value hitting goals entrepreneurial rests oriented person shy away challenge going enjoy working looking looking rockstar cognitive data analyst join wysdom wysdom committed slowing cmate change removing team personal commute become fly remote company position located anywhere canada actually experienced data analyst passion problem solving thrive applying cutting edge technology meaningf problems cognitive data analyst responsible driving success data based solution field part work involves building deep understanding ai training process knowing drives success partnering cents enhance va virtual agents performance third party va platforms work one erse teams conversation ai speciasts ux designers data scientists innovators dever best ai enabled customer experience cents top brands world get chance part companies transforming customer care operations world class digital experiences role engage cents develop keen understanding business goals strategies dataset scope data requirements better measure conversational ai experiencecollaborate internal external stakeholders dever data based solutionsdevelop efficient analytical reports va performance cents executive teamcreate present data analytics based insights cents focused improvements va kpis ensure cents get best roi vasdefine conversational ai industry best practices including analysis optimization reporting cent services optimization teamscollaborate center excellence team work innovative poc projects focused using ai models better analyticsimplement edit toong automation drive efficiencies devery optimization teamscreate review edit insights products continually improve insights products performance improvements new metrics visuazationsabout youuniversity degree technical mathematical discipne e g computer science engineering equivalent experience years experience data analytics consting rolesexcellent cent facing communication skills strong knowledge ai chatbot industryexcellent microsoft google business tools e g google sdes sheets excel etc average python sql skillsstrong technical experience professional services proven track record successfly devering projects passion devering amazing rests attention detail experience end end deployment chatbot built microsoft bot framework dialogflow great assetabout wysdom aiwysdom ai venture funded start led experienced team serial entrepreneurs history building great teams products offer fl company paid benefits first day stock option program ensure participate growth see ahead powered jazzhr fsrpyy,Canada
