title,company,description,location
Data Analyst - Recent Graduate,paypal,paypal nasdaq pypl beeve every person right participate fly global economy mission democratize financial services ensure everyone regardless background economic standing access affordable convenient secure products services take control financial ves job description summary seeking world class problem solvers passion data relentless focus execution devery successf healthy combination technical skills business acumen data analyst generate insights conducting extensive analyses paypal rich data process develop deep understanding payments business site functionaty strengthen analytic leadership presentation skills gain exposure wide variety functional teams within paypal job description key responsibitiesunderstand make data visually appeang simple navigate comprehend end users aggregate data various sources construct streamned data pipenes integrate data mtiple paypal systems identify key metrics build exec facing dashboards track progress business highest priority initiatives identify key business levers estabsh cause effect perform analyses communicate key findings various stakeholders facitate data driven decision making work closely across matrix teams ke finance marketing product engineering senior executives lead participate special projects initiatives innovate implement large scale quaty improvements processes systems conducting data analysis making recommendations troubleshooting technical issues refining processes around customer support basic requirements experience mtiple following python java tableau jupyter notebooks teradata hadoop hive oracle javascript sql airflow linux perl php excellent understanding computer science fundamentals data structures algorithms demonstrated experience famiarity ease handng large data sets crunching numbers information retrieval search recommendation classification experience human judgment user interface experience strong written verbal communication skills abity translate complex problems simpler terms effectively influence peers senior leadership recent graduate position information requirements recent graduate fl time position must graduated within past months graduating spring bachelor master degree computer science mathematics statistics related field accredited college university must reside u must able obtain authorization work u appcation processnote job posting general advertisement paypal data analyst opportunities recent graduates appcants asked complete skills assessment via hackerrank following assessment appcants hear back university recruiter next steps position location varies within u paypal office locationsglobaluniversitygraduatedataanalyticsour benefits paypal committed building equitable inclusive global economy without important asset offer benefits help thrive every stage fe champion financial physical mental health offering valuable benefits resources help care whole great benefits including flexible work environment employee shares options health fe insurance learn benefits please visit https www paypalbenefits comwho learn cture community visit https pypl com defat aspxpaypal remained forefront digital payment revolution years leveraging technology make financial services commerce convenient affordable secure paypal platform empowering milon consumers merchants markets join thrive global economy information visit paypal com paypal provides equal employment opportunity eeo persons regardless age color national origin citizenship status physical mental disabity race region creed gender sex pregnancy sexual orientation gender identity expression genetic information marital status status regard pubc assistance veteran status characteristic protected federal state local law addition paypal provide reasonable accommodations quafied iniduals disabities unable submit appcation incompatible assistive technology disabity please contact us paypalglobaltalentacquisition paypal com part paypal commitment employees health safety estabshed office covid protocols requirements based expert guidance depending location might include covid vaccination requirement employee whose role requires work onsite employees may request reasonable accommodation based medical condition regious beef prevents vaccinated req id r,"Chicago, IL"
Data Analyst - Recent Graduate,paypal,paypal nasdaq pypl beeve every person right participate fly global economy mission democratize financial services ensure everyone regardless background economic standing access affordable convenient secure products services take control financial ves job description summary seeking world class problem solvers passion data relentless focus execution devery successf healthy combination technical skills business acumen data analyst generate insights conducting extensive analyses paypal rich data process develop deep understanding payments business site functionaty strengthen analytic leadership presentation skills gain exposure wide variety functional teams within paypal job description key responsibitiesunderstand make data visually appeang simple navigate comprehend end users aggregate data various sources construct streamned data pipenes integrate data mtiple paypal systems identify key metrics build exec facing dashboards track progress business highest priority initiatives identify key business levers estabsh cause effect perform analyses communicate key findings various stakeholders facitate data driven decision making work closely across matrix teams ke finance marketing product engineering senior executives lead participate special projects initiatives innovate implement large scale quaty improvements processes systems conducting data analysis making recommendations troubleshooting technical issues refining processes around customer support basic requirements experience mtiple following python java tableau jupyter notebooks teradata hadoop hive oracle javascript sql airflow linux perl php excellent understanding computer science fundamentals data structures algorithms demonstrated experience famiarity ease handng large data sets crunching numbers information retrieval search recommendation classification experience human judgment user interface experience strong written verbal communication skills abity translate complex problems simpler terms effectively influence peers senior leadership recent graduate position information requirements recent graduate fl time position must graduated within past months graduating spring bachelor master degree computer science mathematics statistics related field accredited college university must reside u must able obtain authorization work u appcation processnote job posting general advertisement paypal data analyst opportunities recent graduates appcants asked complete skills assessment via hackerrank following assessment appcants hear back university recruiter next steps position location varies within u paypal office locationsglobaluniversitygraduatedataanalyticsour benefits paypal committed building equitable inclusive global economy without important asset offer benefits help thrive every stage fe champion financial physical mental health offering valuable benefits resources help care whole great benefits including flexible work environment employee shares options health fe insurance learn benefits please visit https www paypalbenefits comwho learn cture community visit https pypl com defat aspxpaypal remained forefront digital payment revolution years leveraging technology make financial services commerce convenient affordable secure paypal platform empowering milon consumers merchants markets join thrive global economy information visit paypal com paypal provides equal employment opportunity eeo persons regardless age color national origin citizenship status physical mental disabity race region creed gender sex pregnancy sexual orientation gender identity expression genetic information marital status status regard pubc assistance veteran status characteristic protected federal state local law addition paypal provide reasonable accommodations quafied iniduals disabities unable submit appcation incompatible assistive technology disabity please contact us paypalglobaltalentacquisition paypal com part paypal commitment employees health safety estabshed office covid protocols requirements based expert guidance depending location might include covid vaccination requirement employee whose role requires work onsite employees may request reasonable accommodation based medical condition regious beef prevents vaccinated req id r,"Timonium, MD"
Data Analyst - Recent Graduate,paypal,paypal nasdaq pypl beeve every person right participate fly global economy mission democratize financial services ensure everyone regardless background economic standing access affordable convenient secure products services take control financial ves job description summary seeking world class problem solvers passion data relentless focus execution devery successf healthy combination technical skills business acumen data analyst generate insights conducting extensive analyses paypal rich data process develop deep understanding payments business site functionaty strengthen analytic leadership presentation skills gain exposure wide variety functional teams within paypal job description key responsibitiesunderstand make data visually appeang simple navigate comprehend end users aggregate data various sources construct streamned data pipenes integrate data mtiple paypal systems identify key metrics build exec facing dashboards track progress business highest priority initiatives identify key business levers estabsh cause effect perform analyses communicate key findings various stakeholders facitate data driven decision making work closely across matrix teams ke finance marketing product engineering senior executives lead participate special projects initiatives innovate implement large scale quaty improvements processes systems conducting data analysis making recommendations troubleshooting technical issues refining processes around customer support basic requirements experience mtiple following python java tableau jupyter notebooks teradata hadoop hive oracle javascript sql airflow linux perl php excellent understanding computer science fundamentals data structures algorithms demonstrated experience famiarity ease handng large data sets crunching numbers information retrieval search recommendation classification experience human judgment user interface experience strong written verbal communication skills abity translate complex problems simpler terms effectively influence peers senior leadership recent graduate position information requirements recent graduate fl time position must graduated within past months graduating spring bachelor master degree computer science mathematics statistics related field accredited college university must reside u must able obtain authorization work u appcation processnote job posting general advertisement paypal data analyst opportunities recent graduates appcants asked complete skills assessment via hackerrank following assessment appcants hear back university recruiter next steps position location varies within u paypal office locationsglobaluniversitygraduatedataanalyticsour benefits paypal committed building equitable inclusive global economy without important asset offer benefits help thrive every stage fe champion financial physical mental health offering valuable benefits resources help care whole great benefits including flexible work environment employee shares options health fe insurance learn benefits please visit https www paypalbenefits comwho learn cture community visit https pypl com defat aspxpaypal remained forefront digital payment revolution years leveraging technology make financial services commerce convenient affordable secure paypal platform empowering milon consumers merchants markets join thrive global economy information visit paypal com paypal provides equal employment opportunity eeo persons regardless age color national origin citizenship status physical mental disabity race region creed gender sex pregnancy sexual orientation gender identity expression genetic information marital status status regard pubc assistance veteran status characteristic protected federal state local law addition paypal provide reasonable accommodations quafied iniduals disabities unable submit appcation incompatible assistive technology disabity please contact us paypalglobaltalentacquisition paypal com part paypal commitment employees health safety estabshed office covid protocols requirements based expert guidance depending location might include covid vaccination requirement employee whose role requires work onsite employees may request reasonable accommodation based medical condition regious beef prevents vaccinated req id r,"Scottsdale, AZ"
Data Analyst,paypal,nan,Greater Scranton Area
Data Analyst,charter schools usa,job purpose data analyst provides strategic tactical support charter schools usa csusa collecting analyzing interpreting data improve decision making business practices data analyst collaborate within growing team analysts develop test hypotheses conduct research root cause analyses improve processes evaluate csusa effectiveness essential duties responsibitieswork departments schools identify analytical requirementsdevelop res methodologies effective data managementcollect interpret quantitative quatative data using variety techniques ranging descriptive analyses complex data mining inferential statistics maintain demographic profiles entities use identify meaningf customer market segments inform decision making monitor analyze market consumer headwinds demographics along proprietorial data guide strategies provide forecastscollect analyze marketing enrollment data evaluate create hypotheses provide recommendations improve optimize strategies vadate data manage data integrity issues resolutions analyze systems data identify errors inconsistencies analyze data recognize process improvements affect data integrity develop reports summaries briefing books various entities including business units national states schools governing boards presenting data findings stakeholders discussing impcations estabshing action items work departments business units define needs data warehouse development queries support reporting analytics generate reports presentations support business units inform academic enrollment marketing pr strategies interface student business systems managers developers ensure data integrity design effective reports provide guidance survey instruments ensure data actionable work departments schools design implement performance dashboards work data team maintain performance rests schools departments company whole reporting data visuazation software research performance metrics best class organizations generate company comparison data conduct competitive analyses use analyses inform goal setting decision making develop test hypotheses vadate performance leading indicators conduct research identify root cause analyses support continuous improvement efforts support team maintaining communicating reporting calendar stakeholders may perform duties assigned disclaimerthe statements intended describe general nature level work performed people assigned job intended exhaustive st responsibities duties skills required personnel classified skills knowledge attributesdetail oriented strong project management analytical skills abity mtitask prioritize assignments strong interpersonal customer service skills demonstrates excellent oral including training presentations skills writing abities abity negotiate influence works well teams demonstrates collegiaty professionasm departments self directed proactive takes initiative thinks creatively drives projects completion gives high attention detail insists highest level quaty thrives fast paced environment abity ramp new material extremely quickly works well independently pressure meets deadnes develop working knowledge company direction strategy work environmentthe work environment characteristics described representative employee encounters performing essential functions job reasonable accommodations may made enable iniduals disabities perform essential functions usual office working conditions physical demandsno physical exertion required travel within outside florida light work exerting pounds force occasionally pounds force frequently needed move objects terms employmentsalary benefits shall paid consistent csusa salary benefit pocy length work year hours employment shall estabshed charter schools usa flsa overtime categoryjob exempt subject overtime provisions fair labor standards act evaluationperformance evaluated accordance charter schools usa pocy declarationthe human resource department retains sole right discretion make changes job description employee making changes unauthorized ceo human resources department subject discipnary action including termination job requirementsbachelor degree accredited institution equivalent experience major mathematics statistics business computer science management information systems preferredmaster degree preferred years work experience relevant position data visuazation software experience tableau power bi requiredpython scripting knowledge preferredmarketing data knowledge mining google meta facebook analytics preferredexperience k education industry preferred knowledge statistics required advanced ms word powerpoint visio excel access required experience sql server spss stata r gis similar tools required knowledge data analysis tools computer systems technology business intelgence analytics advanced statistics preferred famiarity education outcomes preferred understanding national education pocy issues passion urban education reform unwavering beef children learn professional appearance telephone manner essential commitment company values alternatives requirements csusa may find appropriate acceptable,"Fort Lauderdale, FL"
Data Analytics Analyst,samsung sds,responsibities analyze scope requirements create technical requirements develop relevant use cases automation opportunities monitor analyze data maintain stabity consistency maintaining data analytics tasks daily design develop manage data analytics tools automate various tasks emaing schedung downloading data activating excel macros design create dashboards using microsoft excel power bi qk sense web appcations manage automation tasks collecting data various sources aging devery functions required design document technical specifications data implementation projects develop test plans test new modes ensure software works expected work collaboratively director developers team execution project perform ad hoc reporting job related duties required requirements quafications bachelor degree required years data analytics relevant experience years development experience across mtiple area python vba plus experience rpa tools plus excellent analytical problem solving skills strong work ethic master degree preferred bingual engsh korean plus,"Plano, TX"
Data Analyst,fluent,looking hire data analyst join data analytics team role responsible managing timene analytics initiatives developing reports troubleshooting data issues role requires fine eye detail experience working data numbers understanding data reporting tools heightened sense accountabity dohelp develop reports requested analytics leadership account leads cent partners work closely planning research media functions solve data oriented problems manage design reporting environment including data sources security metadata perform quantitative research mtictural advertising audiences maintain database department outputs reports develop proficiency field marketing analytics cents data partnerships mtictural advertising landscape experience bachelor degree accredited university college statistics analytics business related discipnes years work experience data oriented environment abity work stakeholders assess needs propose solutions abity work independently accountably abity translate statistical rests non technical lay terms explain impcations demonstrated experience working large amounts data exhibit detail oriented approach balances speed accuracy wilngness learn wilngness propose solutions complex data problems proficiency ms office suite interest mtictural advertising industry high level written verbal communication skillsabout usfluent one foremost agency leaders shaping mtictural marketing industry equal parts integrated marketing agency ctural hub speciaze giving brands resonating voice effectively speak various ctural segments ethnic consumer niche followings mti talented mtictural agency offer fl spectrum communication services find us fluent comagency benefits perksfluent offers comprehensive benefit package including medical dental vision insurance company paid fe ad short term long term disabity generous pto sick leave pocy addition amazing agency perks including paid gym membership summer hours paid hodays flexible schedes fluent equal opportunity employer eeo aae mf disabity vet organization participates e verify information visit e verify internet based system compares information employee form employment egibity verification data u department homeland security social security administration records confirm employment egibity powered jazzhr zcxxhufq,"Chicago, IL"
Data Analyst,proven recruiting,data analystmust local dallas work sql data preparation work development team resolve data issues constraints develop self service reporting along support requirements years experience sql programming experience python scripting queries experience etl tools sql processes debug please respond directly ad email resume mhuffman provenrecruiting com,"Dallas, TX"
Data Analyst,paypal,paypal nasdaq pypl beeve every person right participate fly global economy mission democratize financial services ensure everyone regardless background economic standing access affordable convenient secure products services take control financial ves job description summary need know role looking risk analyst join team help efforts manage global seller risk strategy work complex task keeping fraudsters bad actors away paypal platform looking make impact red hot intersection e commerce onne payment financial risk management right place meet team paypal seller risk team responsible keeping paypal platform safe secure devering satisfactory experience sellers buyers exciting fast paced team contribution team members significantly impact paypal bottom ne well customers experience job description way impactrisk data analysts apply analytical technical skills researching data monitoring creating logics stop fraudent activity paypal platform analyze existing loss trends define logics solutions operational processes prevent devering best class customer experience paypal users risk data analysts work closely one another risk operations order keep learning current fraud also partner closely paypal product teams define features integrate risk prevention tools support business goals team members excited solving analytical problems bright responsible know follow also ke love hear day dayfight fraudent activity one domain ownership analyzing existing loss trends review specific cases research payments database incorporation feedback operations teams based data driven analysis formating risk solutions ensure optimal balance user experience business enablement operational expense loss exposure related proposed solutionswork closely product teams development new products identify potential gaps might create loss define requirements mitigate risks good understanding general business trends directions able put work broad business context work various partners within paypal coordinate execution fraud mitigation solutions demonstrate flexibity needed succeed within matrix organization proactive comfortable working alongside stakeholders different domains develop controls monitoring dashboards ensure performance business goal regatory requirements business priorities need bring proficiency sql excelproficiency least one statistical analysis tool sas r python hadoopstrong analytical skills abity build quick estimates using back envelope analysis structure needed execute complex analyses pl together business cases navigate mtidimensional sets tradeoffs job calls comfort data abity manipate question vadity interpret develop recommendations based itstrong written oral interpersonal skills including abity explain present analysisdedicated proactive curious eager learn new approaches methodologies mustour benefits paypal committed building equitable inclusive global economy without important asset offer benefits help thrive every stage fe champion financial physical mental health offering valuable benefits resources help care whole great benefits including flexible work environment employee shares options health fe insurance learn benefits please visit https www paypalbenefits comwho learn cture community visit https pypl com defat aspxpaypal remained forefront digital payment revolution years leveraging technology make financial services commerce convenient affordable secure paypal platform empowering milon consumers merchants markets join thrive global economy information visit paypal com paypal provides equal employment opportunity eeo persons regardless age color national origin citizenship status physical mental disabity race region creed gender sex pregnancy sexual orientation gender identity expression genetic information marital status status regard pubc assistance veteran status characteristic protected federal state local law addition paypal provide reasonable accommodations quafied iniduals disabities unable submit appcation incompatible assistive technology disabity please contact us paypalglobaltalentacquisition paypal com part paypal commitment employees health safety estabshed office covid protocols requirements based expert guidance depending location might include covid vaccination requirement employee whose role requires work onsite employees may request reasonable accommodation based medical condition regious beef prevents vaccinated req id r,"Southaven, MS"
Data Analyst,kla,company overviewkla global leader ersified electronics semiconductor manufacturing ecosystem virtually every electronic device world produced using technologies laptop smartphone wearable device voice controlled gadget flexible screen vr device smart car wod made hands without us kla invents systems solutions manufacturing wafers reticles integrated circuits packaging printed circuit boards flat panel displays innovative ideas devices advancing humanity begin inspiration research development kla focuses average innovation invest sales back r expert teams physicists engineers data scientists problem solvers work together world leading technology providers accelerate devery tomorrow electronic devices life exciting teams thrive tackng really hard problems never dl moment us group divisionthe global service support organization gss team headquartered milpitas ca service organization consists service sales marketing spares supply chain management field operations engineering product training technical support gss organization partners field teams customers business sectors maintain high performance productivity products flexible portfoo services comprehensive services include proactive management tools identify improve performance expertise optics image processing motion control worldwide service engineers technical support teams knowledge management systems extensive parts network ensure worldwide availabity parts job description preferred quaficationsresponsibities continuous improvement spares demand forecast process business supports wide range spare parts demand profiles across fleet lumpy sporadic consistent smooth presenting significant challenge forecasting drive improvements parts forecasting processes follows supervise planning system forecast accuracy partner others organization drive forecast improvements accordingly diagnose forecast accuracy issues demand anomaes partner planning team solutions improve accuracy mitigate riskidentify common threads forecasting accuracy needs improvementbased findings partner integration team refine system forecast algorithm needed build forecast models based parts fe characteristics appes parts varying failure rates according age part perform analysis part survival data kaplan meier survival curves similar methods identify customers products etc behave differently partitioned forecast analysisbuild regression fit survival data using statistical software packages fed forecast simationsreview part planner engineering settle forecast entered planning system identify main drivers spares devery performance addressed transactions per month challenging understand driving performance areas fleet concerned etc role perform large scale experimentation building data driven models using advanced analytics methods extract value data characterize demand transaction data find common threads performance degradationbuild tool sets processes crafted planning organization perform self service analysis around root cause performance degradationwork service planning organization investigate potential systemic issues weighing performancebuild simation regression tools partition performance issues operational gaps vs abnormal field demand patterns influence product teams presentation data based recommendations work automate release tool sets support self service analysisminimum quaficationsbachelor degree years master degree yearsstrong analytical skillsexperience sql languageexperience statistical software scripting languages packages e g python r matlab sas preferred quafications confirmed experience conducting statistical analysis building models sophisticated scripting language python r analytic toolsconsiderable experience solving business problems sophisticated analytical solutionsdatabase design sql plussupply chain experience education plusexperience writing requirements documents translating business needs technical specsexperience business intelgence tools power bi tableau qk etc experience power bi powerpivot dax language plusexperience snowflake plusminimum quaficationsbachelor degree years work experience master degree years work experience relevant field company offers competitive comprehensive benefits package including mited following medical dental vision fe voluntary benefits k including company matching employee stock purchase program espp student debt assistance tuition reimbursement program financial planning benefits employee assistance program eap paid time paid company hodays family care bonding leave kla proud equal opportunity employer discriminate basis race region color national origin sex gender identity gender expression sexual orientation age marital status veteran status disabity status status protected appcable law ensure quafied iniduals disabities provided reasonable accommodation participate job appcation interview process perform essential job functions receive benefits privileges employment,"Ann Arbor, MI"
Data Analyst,alltech systems inc,overview liaise business eciting translating customer needs system specific objectives identifying possible system enhancements new systems created defining requirements responsibities meets business leaders business analysts discuss ecit surface needs translate specific system requirements subsequent project objectives identifies solutions less complex common issues independently creates prototype designs components appcations projects writes basic documentation test plans scripts defines project requirements assists estimating efforts ffill requirements coaches junior resources development prototype designs less complex projects coordinates impact vendor company workflow new products responsible test scenarios creation testing test rests review assists analysis support ticket issues experiences moderate professional experience financial services cards payments another related field understands mastercard product devery process experience data analytics data insights particarly relates data visuazations experience sql experience etl experience java development plus required,"O'Fallon, MO"
Data Analyst,rivo holdings llc,rivo holdings estabshed financial services company downtown san diego respect integrity value opportunity forefront everything excited add experienced data analyst team ready take next step career work cross functionally areas business drive decisions impact strategy actionable data insights true passion data ke speak business enjoy collaborating technical non technical stake holders knack building dynamic scalable dashboards reports role doestabsh adhere best practices reporting analysis data integrity test design analysis vadation ensure team providing exceptional quaty work continuously gaining everyone trust collaborate closely areas business influence metric kpi identification data flows reporting tool building sales marketing product management underwriting operations finance accounting conduct variety deep e data analyses gather behavioral data insights order make decisions new products optimization tests enhancements manage optimize reporting data model allow efficient business decision making run ad hoc reports develop dashboards consumer data internal stakeholders ensure kpi consistency across data sources functions looking forbachelor degree quantitative discipne computer science statistics mathematics quantitative finance business analytics related field required years experience data analytics utizing strong business acumen work cross collaboratively various business units teams requiredproficiency sql visuazation tools tableau powerbi build dynamic scalable dashboards reportsprior experience agile project management tools jirastrong analytical background proven track record demonstrating aptitude compile data comprehensive reports analyze trends make fact based recommendationsexperience data extraction manipation blending across different data sourcesteam oriented self motivated success driven roll sleeves attitudefast learner passion bi technologies able share latest greatest developments marketconfident capable presenter data information cents senior leadership teamsproven troubleshooting problem solving skills abity communicate effectively non technical partiesstrong written verbal communication skills experience working communicating fast paced dynamic teamsexperience python r plus,"San Diego, CA"
Data Analyst,paypal,nan,"Wilmington, DE"
"Data Analyst, Money",sofi,employee appcant privacy noticewho shape brighter financial future us together members changing way people think interact personal finance next generation fintech company using innovative mobile first technology help milons members reach goals industry going unprecedented transformation forefront proud come work every day knowing direct impact people ves core values guiding us every step way join us invest career financial world rolewe seeking data analyst help shape business strategy data driven insights exciting role someone make direct impact new product strategy revenue sofi success role hinges technical aptitude quantitative abities business acumen know plow data sql surface insights using tableau measure business impact using efficiency conversion metrics treat stakeholders partnership step way know succeed succeed together develop expertise leveraging sofi money credit card data answer business questions develop insightf analysis design streamned thoughtf scalable reable reporting develop ownership tableau dashboard space help track key metrics empower team data inform business decisions build sql queries python code delve sofi data answer questions members behavior identify trends inform cohort targeted initiatives drive positive business outcomes collaborate closely cross functional partners product finance marketing understand needs translate actionable insights reporting recommendations work stakeholders marketing campaigns business investigations independent analysis drive understanding improvements product business build models help decision makers understand customer behaviors segmentation need ba bs degree required years experience analytics position equivalentexperience tableau similar data visuazation toolproficient sqlabity meet deverables tight deadnesabity work independently strong sense ownershipproven experience analyzing interpreting summarizing complex data ideally related financial services abity work dynamic cross functional environment strong attention detaileffective communication presentation skills abity explain complex analyses simple terms stakeholdersstrong relationship building collaborative skillsexceptional problem solving skillsnice experience pythonwhy love working competitive salary packages bonusescomprehensive medical dental vision fe insurance benefitsgenerous vacation hodayspaid parental leave egible employees k education retirement planningtuition reimbursement approved programsmonthly contribution help pay student loansgreat health well benefits including telehealth parental support subsidized gym programthese benefits appcable fl time employeescompensation benefitsthe base pay range role sted final base pay offer determined based inidual factors candidate experience skills location view comprehensive competitive benefits visit benefits sofi page sofi provides equal employment opportunities eeo employees appcants employment without regard race color region including regious dress grooming practices sex including pregnancy childbirth related medical conditions breastfeeding conditions related breastfeeding gender gender identity gender expression national origin ancestry age physical medical disabity medical condition marital status registered domestic partner status sexual orientation genetic information mitary veteran status basis prohibited appcable state federal law pursuant san francisco fair chance ordinance consider employment quafied appcants arrest conviction records new york appcants notice employee rightssofi committed embracing ersity part commitment sofi offers reasonable accommodations candidates physical mental disabities need accommodations participate job appcation interview process please let recruiter know email accommodations sofi com due insurance coverage issues unable accommodate remote work hawaii alaska time,"San Francisco, CA"
Data Analyst,nyu langone health,rr job id rr nyu grossman school medicine one nation top ranked medical schools years nyu grossman school medicine trained thousands physicians scientists helped shape course medical history enrich ves countless people integral part nyu langone health grossman school medicine core committed improving human condition medical education scientific research direct patient care nyu langone health equity ersity inclusion fundamental values strive place exceptionally talented facty staff students identities thrive embrace ersity inclusion inidual skills ideas knowledge information go med nyu edu interact us linkedin glassdoor indeed facebook twitter instagram position summarywe exciting opportunity join team data analyst interdiscipnary melanoma cooperative group imcg led dr iman osman mtidiscipnary group researchers focused reduction treatment melanoma role provide support imcg investigators acquisition processing storage distribution biospecimens tissue biofluids cnical trials biomedical research projects data analyst work closely general direction imcg manager lab management sample management inventory documenting cnical data lims database job responsibitiesduties responsibitiescollaborate research staff statisticians cnical investigators research facty gather analyze dataprovide statistical programming guidance recommendations staffanalyze data using statistical mathematical software develop statistical models graphicsprepares tables analyze rests submit final reports presentations audits abstracts grant appcationsconducts data audits assess adherence protocol procedures appropriate data collection practicesdevelop data collection forms ensure quaty assurance quaty controlcommunicate professionally reports supervising facty stafftrain research staff data quaty assurance quaty controlguide research staff appropriate data entry databases labvantage filemaker pro develop write test implement support new existing software programs support research programsadhere department pocies procedures must follow hippa cap accreditation res perform duties assigned communications relationships othersprovides guidance cooperates communicates relates well levels nyulh staff listens carefly others order respond appropriately answer questions obtain needed information communicates ideas problems suggestions messages timely effective manner maintains confidentiaty research information functions efficiently fast paced mtitasking environment possesses excellent interpersonal communicative skills recognizes core laboratory functionsjudgment decision makingis able recognize problems occur appcation appropriate pocy procedure determine recommends appropriate solution seeks guidance necessary performance duties asks appropriate questions doubt utizes reference sources materials endure accuracy advises appropriate personnel situations problems requiring intervention follow attention minimum quaficationsto quafy must bachelor degree field ke mathematics statistics computer science two years experience cnical research field preferred quaficationsmasters degree obtained certifications programming languages python sql oracle areas related data analytics one year experience cnical research field quafied candidates must able effectively communicate levels organization nyu grossman school medicine provides staff far place work rather institution proud institution feel good devoting time talents nyu grossman school medicine equal opportunity affirmative action employer committed ersity inclusion aspects recruiting employment quafied iniduals encouraged apply receive consideration without regard race color gender gender identity expression sex sexual orientation transgender status gender dysphoria national origin age region disabity mitary veteran status marital parental status citizenship status genetic information factor cannot lawfly used basis employment decision require appcations completed onne wish view nyu grossman school medicine eeo pocies please cck please cck view federal eeo law poster visit https www dol gov ofccp regs compance posters ofccpost htm information view pay transparency notice please cck,"New York, NY"
Data Analyst,diverse lynx,job descriptionjob title data analyst work location state city zip georgia atlanta relevant experience yrs plus yearstechnical functional skills least years experience olap models tools ke onestream ssas powerolap experience creating data models using onestream experience creating dimensions metrics facts within olap model experience net coding experience retail domain added advantage experience retail financial model planning experience interpreting customer business needs translate needs requirements experience respective domain knowledge added advantage background data warehouse design e g dimensional modelng data mining famiarity bi technologies experience sql construction optimization experience deang senior member business units within organization product owners working knowledge agile work management tools strong analytical prioritization skills diverse lynx llc equal employment opportunity employer quafied appcants receive due consideration employment without discrimination appcants evaluated solely basis abity competence proven capabity perform functions outned corresponding role promote support erse workforce across levels company,"Georgia, AL"
Data Analyst,compunnel inc,description years data analyst experience banking financial servicesexperience data analysis data profing data mapping activitiesexperience data cleansing data vadation creation sample data feedsexpertise writing sql queries data rests vadation sr data analyst role locationjob requirementsitil foundation certification change release management managed queueeducation bachelors degree,"Dallas, TX"
Data Analyst,professional diversity network,role data analystreports analytics business intelgence manager organizational performancelocation role remote within continental us alaska hawaiihours fl time salary range trevorthe trevor project world largest suicide prevention crisis intervention organization lgbtq young people non profit provides fe saving support via phone text chat also operate world largest safe space social networking site lgbtq youth run innovative research education advocacy programs saving ves every day years overview roledata core trevor dna enables us make informed decisions plan expand improve services hundreds thousands youth year data analyst conduct high impact analyses cross functional stakeholders ensure overall growth model comprehensive updated throughout serve thought partner folks across organization quantitative planning crisis services growth aretech savvy analytical fluent sql comfortable working large datasets excel google sheets experience data visuazation tools datastudio looker tableau power bi ideally used statistical analysis tools ke r python famiar querying relational tables enterprise data warehouse environment aws bigquery effective communicator understand criticaty clear transparent communication written verbal especially using data experience telng data story via compelng presentations key insights help drive rests strategy decision making organized efficient know manage complex projects prioritize workload reach defined outcomes moment see problem quickly communicate come solutions implement action oriented know get things done move quickly efficiently love set challenging goals develop plans dever achieve collaborative know juggle tasks mtiple teams mtiple needs care deeply cross functional collaboration ownership understand importance prioritization entrepreneurial love thinking outside box building impactf reports processes enjoy coming creative solutions overcome obstacles big picture thinker someone thinks strategically love brainstorm come big bold ideas also know look way things imagine mtiple ways improved abity map dependencies impacts passionate care lgbtq youth care saving ves want come work feel inspired every day want change world fun work serious mean fun know good time shod dopl analyze interpret rests answer important strategic questionsbuild automated reporting solutions looker data studio dashboards end usersperform scenario analyses modeng assist org performance strategic growth across program areascommunicate lead stakeholders across levels oftentimes senior leadership helping understand findings recommendationsinnovate current processes estabsh new analytics processes data needs expansionbuild automate reports empowering end users make data driven decisions themselveswork key stakeholders ensure defining reporting data need formats needorganize data definitions sources processes ensure longevity data infrastructure trevorleverage skills already built prior roles expand data capacities opportunities grow technical tool stack along waybenefitsgenerous vacation hodays ke fl day celebrate harvey milk day including three half day fridays summercomprehensive health insurance including coverage various gender affirmation surgeries pay premiums medical dental fe flexibity work continental us alaska hawaii provide technology monthly internet reimbursement reimbursement outfit work home space fun virtual office environment passionate team onne subscription headspace digital meditation platformmeaningf work organization saving ves lgbtq young people globally every daythe trevor project provides equal employment opportunities eeo employees quafied appcants employment without regard race color region gender gender identity expression ancestry sexual orientation national origin age handicap disabity marital status status veteran trevor project compes appcable laws appcationwe excited hear join team trevor please upload resume cover letter appcations without cover letters considered use opportunity convey want next data analyst trevor project pdn b e b b fd,"New York, NY"
